loss
0.002330679213628173
0.001727189403027296
0.0012836122186854482
0.0009569502435624599
0.0007159329834394157
0.0005377617781050503
0.0004057805927004665
0.00030780196539126337
0.00023489548766519874
0.00018050405196845531
0.0001398123858962208
0.00010927476250799373
8.628008799860254e-05
6.889976066304371e-05
5.571038127527572e-05
4.565723429550417e-05
3.7958368920953944e-05
3.203258165740408e-05
2.744735866144765e-05
2.387933636782691e-05
2.1086862034280784e-05
1.8888114936999045e-05
1.7146632671938278e-05
1.575886199134402e-05
1.4646178897237405e-05
1.374884323013248e-05
1.3020994629187044e-05
1.2427332876541186e-05
1.194067135656951e-05
1.153967241407372e-05
1.1207747775188182e-05
1.0931898032140452e-05
1.0701783139666077e-05
1.0509061212360393e-05
1.0347197530791163e-05
1.0210696927970275e-05
1.0095586731040385e-05
9.998219866247382e-06
9.9155349744251e-06
9.84539929049788e-06
